city,area_sqft,bedrooms,bathrooms,age_years,parking,furnishing,floor,total_floors,gym,swimming_pool,security,near_school,near_hospital,near_market,price
Kolkata,2071.6990535747764,3,2,27.6757640199869,1,Semi Furnished,Mid,2,1,0,0,0,0,1,14013394.0
Jaipur,1575.0678269781015,3,3,0.9124474109982914,1,Unfurnished,Mid,3,0,1,1,1,0,1,13235238.0
Pune,1856.2408822169023,5,2,11.723972973274869,1,Semi Furnished,Ground,1,1,0,1,1,0,1,20872459.0
Lucknow,2015.6902626386654,4,2,15.77388029426967,0,Semi Furnished,Top,4,0,0,0,0,0,0,12358503.0
Jaipur,1694.0928978273666,3,2,13.464303854002724,0,Unfurnished,Top,3,1,0,1,0,0,0,10339270.0
Pune,1014.8643370458806,3,4,31.509757477369682,0,Semi Furnished,Mid,4,1,0,1,0,1,0,8788725.0
Mumbai,823.5670555179806,3,3,30.193079042333483,0,Semi Furnished,Top,3,0,0,1,1,0,0,9867957.0
Ahmedabad,1574.3903174036525,2,2,0.8852285195475423,1,Semi Furnished,Top,3,0,0,1,1,0,1,14541012.0
Chennai,1414.3718475875328,2,2,6.716447150291459,0,Fully Furnished,Ground,3,0,0,1,1,0,1,13026269.0
Bangalore,1543.6957144600608,2,3,16.667706441086636,2,Semi Furnished,Ground,4,1,0,1,0,0,1,18086099.0
Pune,1491.9729803757068,3,1,45.68791648010191,2,Fully Furnished,Ground,2,0,0,1,0,1,1,13262563.0
Bangalore,2791.7868300832833,4,2,24.497108954802677,1,Fully Furnished,Ground,3,0,1,0,0,1,1,31655517.125
Ahmedabad,834.886872179331,4,2,2.9145028143671663,1,Unfurnished,Mid,3,0,0,0,1,1,1,6406495.0
Hyderabad,505.0268650894376,2,2,4.911087506832615,1,Fully Furnished,Ground,3,0,0,1,1,1,1,4929062.0
Kolkata,1666.1884167598048,2,2,21.633060542830314,1,Semi Furnished,Mid,3,1,0,2,0,0,1,11928205.0
Chennai,1311.7887227059023,2,1,9.564973231980208,1,Fully Furnished,Top,2,1,0,1,0,0,1,14322377.0
Ahmedabad,1658.0339348649757,2,2,11.887965283568592,1,Unfurnished,Top,1,0,1,0,0,1,0,12413454.0
Ahmedabad,1791.9415111420005,2,1,14.084941642871172,1,Unfurnished,Ground,4,0,0,1,1,0,1,10448173.0
Mumbai,2142.052347589449,3,2,1.6353669245265965,1,Semi Furnished,Mid,4,0,1,1,1,1,0,31655517.125
Jaipur,746.3870898080309,3,2,29.065175361659204,1,Fully Furnished,Mid,3,0,0,0,0,1,1,4546067.0
Kolkata,1221.6410510714186,3,2,29.831342164086006,1,Fully Furnished,Mid,4,0,0,1,0,0,1,8544266.0
Chennai,1714.3806294403819,3,1,9.473429608594254,2,Unfurnished,Top,3,1,0,0,1,0,0,17991326.0
Hyderabad,1885.2317978436133,3,2,14.786429724101966,1,Unfurnished,Ground,4,1,0,1,1,0,1,13440724.0
Hyderabad,2596.724775144193,3,2,16.177915518021095,1,Unfurnished,Top,3,0,0,1,0,0,0,21879814.0
Delhi,1977.8519855569336,4,2,3.1556790294521773,1,Unfurnished,Mid,2,0,1,0,1,0,1,27220192.0
Ahmedabad,1471.6057020568614,3,2,1.7916351535681814,1,Unfurnished,Top,4,0,0,2,0,1,0,11426466.0
Pune,1054.7821235286692,2,2,0.3133443479106848,1,Fully Furnished,Ground,4,1,0,0,0,1,1,12024230.0
Mumbai,1217.8550736404904,2,1,36.60734653648302,2,Fully Furnished,Ground,2,1,0,1,0,0,1,15431399.0
Kolkata,1203.6485885214468,2,1,6.363144412251028,0,Fully Furnished,Ground,4,1,0,0,1,1,0,10706839.0
Hyderabad,1827.6168142568804,3,2,1.3460962799647742,0,Semi Furnished,Mid,1,1,0,1,0,1,0,17704276.0
Chennai,1628.4987227929153,2,3,9.404774070830726,1,Semi Furnished,Top,4,1,0,0,1,1,0,17325777.0
Delhi,838.1752145789105,3,2,1.1795635220450513,0,Semi Furnished,Mid,3,1,0,0,0,0,1,11772062.0
Chennai,1282.0492654547836,2,3,1.3365794707178205,1,Fully Furnished,Ground,2,0,0,1,0,1,1,14340467.0
Mumbai,1938.7737767257104,3,3,10.067420123219476,1,Fully Furnished,Mid,4,1,0,1,0,0,1,31655517.125
Pune,1675.8311774870294,1,3,10.664678068619835,1,Semi Furnished,Ground,2,0,0,1,1,0,0,13691149.0
Delhi,1784.3223080063854,3,2,13.017619576519275,1,Fully Furnished,Top,2,1,0,2,1,0,1,27737081.0
Delhi,1691.4608550286316,2,2,16.020292453968086,1,Unfurnished,Ground,3,1,0,1,0,0,1,16892506.0
Jaipur,2313.2153673044295,1,3,16.55138949576568,0,Semi Furnished,Top,4,1,0,0,0,0,1,13421519.0
Kolkata,1618.021531912185,4,2,8.510851998159513,1,Fully Furnished,Top,2,1,0,1,1,0,1,17574785.0
Delhi,1306.988601064651,3,2,15.472706613715268,1,Unfurnished,Ground,3,0,0,0,0,1,0,13285261.0
Jaipur,1042.1224794332197,2,2,5.4520357802535395,1,Semi Furnished,Top,4,0,0,0,1,0,1,8016786.0
Jaipur,1624.8047291048558,3,3,8.732359255829186,1,Fully Furnished,Top,3,0,0,1,1,0,1,14918902.0
Mumbai,400.0,3,2,7.496481421063356,1,Fully Furnished,Ground,3,0,0,2,1,1,1,6889987.0
Bangalore,1407.855499083644,3,2,5.987251375377735,0,Unfurnished,Ground,4,1,1,0,0,1,1,16482860.0
Chennai,1397.0800700393281,3,3,4.088371784960122,1,Semi Furnished,Ground,3,0,0,1,1,0,1,13506799.0
Pune,817.7645731913595,4,2,1.2256201616094733,1,Fully Furnished,Mid,4,1,0,0,0,0,1,9851044.0
Lucknow,1035.867080672002,2,3,10.575578387326626,1,Unfurnished,Ground,3,1,0,0,0,1,0,5627172.0
Chennai,1904.8287650741206,3,2,11.559762766462716,0,Fully Furnished,Ground,3,0,0,0,0,0,1,16852743.0
Delhi,1615.3558745374812,3,3,6.145599853872127,0,Fully Furnished,Top,3,1,0,1,0,0,1,25791509.0
Pune,1550.8941668536638,4,2,55.848252188267104,2,Semi Furnished,Top,2,1,1,0,0,0,1,16400747.0
Hyderabad,1653.1737669660113,4,3,12.211469270779586,1,Semi Furnished,Top,2,0,0,2,1,0,0,17228759.0
Bangalore,1546.3137939744618,4,3,32.97479770743649,1,Fully Furnished,Mid,3,1,0,0,0,1,1,16645166.0
Hyderabad,2121.431281429157,4,3,12.662527263203911,1,Fully Furnished,Mid,2,1,0,0,0,1,0,22653915.0
Hyderabad,1561.7145908518244,5,3,3.1592572723676544,1,Semi Furnished,Ground,3,0,1,1,0,0,1,16763164.0
Kolkata,770.8934430906248,3,1,55.10840827229926,0,Fully Furnished,Top,3,1,0,0,1,1,0,6070990.0
Chennai,2315.064982437205,4,3,32.4861080458942,1,Fully Furnished,Top,4,1,0,2,1,0,1,26498193.0
Lucknow,1685.1701336644228,5,2,9.55926497309415,0,Fully Furnished,Top,3,0,0,0,0,1,1,12538200.0
Mumbai,1205.373134602466,1,3,4.177027556639429,1,Unfurnished,Mid,2,1,0,2,0,1,0,17039250.0
Lucknow,873.2991408524907,3,3,3.7783472204381443,2,Unfurnished,Ground,4,0,0,1,1,0,0,5301924.0
Hyderabad,1697.9571104790227,3,2,24.600036302011585,1,Semi Furnished,Mid,3,0,0,1,0,1,0,10938214.0
Delhi,1441.4139975128123,4,2,1.0743511803705932,1,Fully Furnished,Top,4,0,0,0,0,1,0,26977719.0
Bangalore,2287.073393016204,4,1,15.244168208308329,0,Fully Furnished,Mid,4,1,0,0,0,1,1,28121757.0
Ahmedabad,1327.046359666586,4,3,15.330391580979336,2,Unfurnished,Ground,3,0,0,0,0,1,0,9024795.0
Lucknow,1081.3096051587665,4,2,3.021731679662122,1,Semi Furnished,Ground,2,0,1,0,0,1,0,7546806.0
Hyderabad,1947.8981091179642,3,2,18.307243659016137,1,Semi Furnished,Top,2,0,0,0,0,0,1,15861920.0
Bangalore,1962.6409463584157,1,4,18.33237185152476,1,Fully Furnished,Mid,4,1,1,2,0,1,1,27632828.0
Pune,1584.3256838050977,1,3,6.4624560838713325,1,Fully Furnished,Top,1,1,0,1,1,0,1,19503811.0
Chennai,1838.1785238374541,3,3,9.906596592649388,1,Unfurnished,Top,4,0,0,0,0,0,1,16629828.0
Jaipur,1481.1564396288811,3,3,26.82519909853102,0,Unfurnished,Ground,3,0,0,0,0,0,0,7713530.0
Kolkata,1616.9325505046236,3,3,11.108402516314232,0,Semi Furnished,Top,4,1,0,1,1,0,0,14067175.0
Bangalore,2082.4954412819616,3,3,14.44119021133143,1,Unfurnished,Top,3,0,0,2,1,1,1,25042822.0
Delhi,1812.6591670107514,4,1,7.9850717681743415,2,Unfurnished,Ground,3,0,0,1,1,0,1,23399906.0
Delhi,1415.3627808336876,3,3,2.4307107133245056,0,Semi Furnished,Mid,3,1,0,1,1,1,0,21063452.0
Bangalore,2176.181272963075,4,3,80.0,1,Semi Furnished,Mid,4,1,0,1,1,0,0,20284024.0
Delhi,400.0,4,3,11.374456977786076,0,Semi Furnished,Mid,3,0,0,2,0,1,1,5415875.0
Chennai,2526.0366557109674,3,3,6.15218605969536,0,Fully Furnished,Ground,3,1,0,1,1,0,1,25206491.0
Delhi,647.0204525546324,3,2,18.765301936479176,1,Fully Furnished,Top,2,0,0,1,1,0,1,9084439.0
Lucknow,1186.453587613852,4,2,14.546233676734479,1,Unfurnished,Mid,4,0,0,2,0,1,0,7138078.0
Jaipur,1479.5412324024655,3,4,3.977233535467341,0,Unfurnished,Ground,3,0,0,0,0,1,1,9331515.0
Delhi,1426.7596646359193,3,2,31.42448116521941,1,Unfurnished,Mid,4,0,1,0,1,1,0,14485498.0
Jaipur,2003.2055200132772,2,2,1.1031309656814121,0,Fully Furnished,Mid,5,1,0,1,0,1,1,16503998.0
Hyderabad,971.0816906948828,2,2,13.959582067792509,1,Fully Furnished,Mid,3,1,0,0,1,1,1,9858276.0
Mumbai,1630.3834087415316,2,2,9.748111440824193,1,Semi Furnished,Top,2,0,0,0,0,0,0,23301725.0
Chennai,1210.893950890123,2,3,5.745248891562089,1,Semi Furnished,Ground,4,0,0,1,0,0,0,10465981.0
Mumbai,1647.5704896687084,2,2,26.263305221398774,1,Fully Furnished,Mid,2,1,0,0,1,0,1,20882090.0
Hyderabad,1467.6138701010618,3,2,16.01879092007965,0,Fully Furnished,Mid,2,0,0,1,1,0,0,12473560.0
Chennai,1546.467826341489,5,2,21.37549646180064,0,Fully Furnished,Ground,1,0,1,0,0,0,1,15123265.0
Bangalore,1225.037583767827,3,2,8.033403838853436,0,Unfurnished,Ground,1,1,0,0,0,0,0,11943543.0
Bangalore,1244.9680249519588,4,3,42.81305611990262,1,Semi Furnished,Ground,4,1,0,0,0,0,1,11980105.0
Jaipur,1643.6362570137135,4,1,6.340468156211475,0,Unfurnished,Ground,2,0,0,1,1,1,1,10646562.0
Hyderabad,1971.8577528780222,3,1,11.358724543135606,1,Semi Furnished,Ground,2,0,0,1,0,0,1,15758795.0
Jaipur,1200.8603329010762,3,1,40.69219805074979,0,Fully Furnished,Top,2,0,0,1,0,0,1,6918477.0
Kolkata,1065.6162277135452,3,3,1.3028083335465461,0,Unfurnished,Ground,3,0,0,1,1,0,1,8339180.0
Delhi,1806.7300828359184,4,3,1.7279718186146837,2,Semi Furnished,Mid,2,0,0,1,1,0,0,28909158.0
Ahmedabad,1483.7480534711553,4,4,77.21685492314359,1,Unfurnished,Top,2,0,0,1,1,0,0,9360568.0
Kolkata,1915.249066992976,3,2,53.310591173901486,0,Fully Furnished,Mid,3,1,0,0,0,0,1,11909652.0
Delhi,1047.1013933144263,1,2,22.15652639042011,1,Semi Furnished,Top,1,0,0,0,1,0,1,11208360.0
Chennai,610.2805372882846,4,3,9.930201842864497,1,Fully Furnished,Ground,3,1,0,2,1,0,1,7108132.0
Jaipur,1233.497959086833,2,2,10.580144171375096,0,Semi Furnished,Top,5,0,0,2,0,0,0,7581097.0
Chennai,1116.823695367492,1,2,4.460186711232978,1,Unfurnished,Mid,4,0,0,1,1,1,0,8856759.0
Chennai,1460.60579995985,4,2,8.503825869779298,2,Semi Furnished,Top,1,0,0,1,1,1,0,16226023.0
Delhi,1181.5773928648052,3,2,8.467335814477908,1,Unfurnished,Top,3,1,1,1,0,0,1,16502273.0
Hyderabad,1870.5084756682245,3,2,0.5513605404184625,1,Fully Furnished,Ground,3,1,0,0,0,0,1,19672559.0
Delhi,1355.9248687887418,4,1,9.053936204633356,1,Fully Furnished,Mid,4,0,0,0,1,0,0,19273987.0
Pune,1575.2372493869505,3,2,9.802967659626752,1,Semi Furnished,Top,1,0,0,0,1,0,0,15857363.0
Bangalore,1578.817279220472,3,2,16.439479765176532,1,Fully Furnished,Mid,2,0,0,0,1,1,0,20190760.0
Bangalore,1597.4775462060936,2,3,10.899098727526459,1,Semi Furnished,Top,4,0,0,0,1,1,0,20718578.0
Kolkata,1487.9354447725134,3,2,29.673099566523334,1,Unfurnished,Mid,4,1,0,2,0,1,1,9771312.0
Bangalore,1755.3003452051566,4,2,6.872592158639325,0,Semi Furnished,Mid,3,1,0,0,0,1,0,21041123.0
Delhi,1102.1724330870961,3,1,7.907312964442202,1,Semi Furnished,Mid,1,0,0,1,1,0,1,14047775.0
Lucknow,2199.7089633269416,2,2,12.711356002595991,1,Semi Furnished,Ground,4,1,0,1,1,0,1,13783647.0
Jaipur,1381.7313083157323,2,2,3.398291425689859,0,Fully Furnished,Ground,2,0,1,0,0,0,1,10940494.0
Delhi,844.2254310506592,3,3,7.500710911532088,1,Unfurnished,Mid,1,1,0,1,0,1,0,10485356.0
Delhi,1594.0366784958865,3,3,17.38343677332344,2,Semi Furnished,Mid,4,1,0,0,1,1,0,20896082.0
Ahmedabad,1074.4097587762576,3,2,7.960546659468674,2,Unfurnished,Ground,3,0,1,1,0,0,1,8065905.0
Jaipur,1832.6672672544375,3,1,35.56561074111476,1,Fully Furnished,Top,2,0,0,0,0,1,1,11735754.0
Pune,2604.802788021189,2,2,14.329392350580656,0,Semi Furnished,Mid,4,0,0,2,0,0,1,23041504.0
Bangalore,1106.7139542210748,3,4,2.5044214465788137,1,Semi Furnished,Mid,3,0,0,2,1,0,1,14974579.0
Jaipur,1666.1861666119923,4,3,10.025189563782892,0,Unfurnished,Ground,3,0,1,0,0,0,0,10603013.0
Bangalore,622.2472056476862,2,1,21.708430495134134,1,Unfurnished,Top,4,1,0,0,0,1,0,6142818.0
Kolkata,1726.9526147206736,3,1,15.464802217517994,1,Unfurnished,Mid,3,0,0,1,0,0,0,11118479.0
Jaipur,1057.1431001001552,3,2,32.476765891797626,2,Semi Furnished,Mid,2,0,1,0,0,0,0,6146908.0
Bangalore,1187.5826907827588,3,2,20.793389243257227,2,Semi Furnished,Mid,5,0,0,1,0,0,1,12512893.0
Pune,949.356755080086,2,3,0.9539048766724153,0,Unfurnished,Mid,2,1,0,1,1,1,0,9332509.0
Mumbai,1866.0756130273678,4,2,1.7904151559527,0,Unfurnished,Ground,5,0,0,2,0,0,1,27492028.0
Chennai,2003.6521787366312,3,2,15.736565679431003,2,Unfurnished,Top,1,1,0,0,1,0,1,18444752.0
Chennai,1511.6926073292539,4,2,4.0851636792958566,2,Fully Furnished,Top,3,1,0,1,0,1,1,20670824.0
Pune,1067.78664733214,2,2,13.294969322260568,1,Semi Furnished,Mid,3,1,0,0,1,0,1,10048697.0
Ahmedabad,2294.761518051931,3,2,23.56895794017487,1,Unfurnished,Top,4,0,1,1,1,1,1,18432911.0
Mumbai,1124.794936122672,4,3,12.903320730904557,1,Fully Furnished,Top,4,0,0,0,0,0,0,16485319.0
Kolkata,418.9838500362805,3,2,8.054684146449155,1,Semi Furnished,Top,2,1,1,1,1,1,0,4705555.0
Pune,1729.1945049785343,3,2,15.58833372369212,0,Fully Furnished,Mid,2,1,0,0,1,1,0,17452752.0
Chennai,947.6126631792416,3,3,2.3256064078321543,1,Unfurnished,Top,2,1,0,2,1,1,1,12375041.0
Chennai,1994.3043967495873,2,1,19.267334117168264,1,Fully Furnished,Top,2,0,0,0,1,0,1,17697656.0
Chennai,1309.4311516632906,3,2,17.911580406687374,0,Fully Furnished,Mid,3,0,0,2,0,1,0,12400331.0
Hyderabad,1801.856620272098,1,2,10.835654531014049,2,Unfurnished,Ground,4,0,0,1,1,1,1,13565662.0
Pune,2200.7501732760793,2,3,4.902862495731238,0,Unfurnished,Ground,3,1,0,2,1,1,0,20824232.0
Delhi,895.570567689639,3,1,23.959956566393686,1,Semi Furnished,Ground,3,0,0,1,1,0,0,9018482.0
Kolkata,1217.0314345537972,2,3,10.717103802044496,1,Fully Furnished,Ground,3,0,0,0,0,1,0,10086035.0
Chennai,1462.1644636714682,5,1,0.9150023219370593,1,Unfurnished,Top,3,0,0,0,0,0,0,13960420.0
Bangalore,2268.775659517172,4,1,37.628013260704755,0,Unfurnished,Mid,3,1,0,0,0,0,1,17788373.0
Pune,1170.8086410297774,3,3,21.896945957118334,1,Unfurnished,Ground,4,0,0,2,1,1,1,9216201.0
Hyderabad,1202.7481520254964,4,2,13.185110179304871,0,Semi Furnished,Mid,3,1,0,1,0,1,1,10287341.0
Pune,1739.0702877779042,4,3,8.61248674260501,1,Fully Furnished,Ground,3,0,0,1,1,1,1,22142964.0
Kolkata,1211.3856371447146,2,2,48.24557121848346,0,Unfurnished,Top,5,0,0,1,1,0,1,6974451.0
Hyderabad,1576.2629414488083,4,2,22.37619483207417,0,Fully Furnished,Mid,4,0,0,1,1,0,1,14034071.0
Kolkata,724.2312895159366,2,3,11.485544466680295,2,Unfurnished,Ground,4,1,0,1,1,0,1,5522151.0
Pune,2607.1649712782983,3,2,15.883111490733272,1,Unfurnished,Top,1,0,0,1,0,0,1,22166396.0
Delhi,826.1453848452983,3,1,4.943202526357537,0,Fully Furnished,Top,3,1,0,1,1,0,1,12832716.0
Kolkata,1339.1236480048958,3,2,3.2670415074299837,2,Fully Furnished,Top,3,1,0,1,1,1,0,17021381.0
Hyderabad,1483.7594820789527,1,2,4.789026606707681,0,Semi Furnished,Ground,3,0,0,1,1,1,1,12389257.0
Hyderabad,2456.344067178398,2,2,5.2037570120713506,0,Semi Furnished,Mid,3,1,1,1,0,1,0,24082762.0
Kolkata,837.5771095336299,3,3,20.191022917837394,0,Fully Furnished,Ground,3,1,0,1,0,0,0,6410440.0
Lucknow,2491.8520677393753,3,3,2.2634080475117138,1,Unfurnished,Top,4,0,0,1,1,1,1,18234173.0
Pune,1878.5884105510113,4,3,22.54830258041958,1,Semi Furnished,Top,4,0,0,1,1,1,1,21433402.0
Lucknow,1708.547662211623,3,4,11.116018213217798,0,Fully Furnished,Ground,3,1,0,2,0,0,0,13743622.0
Ahmedabad,1007.6831564910224,2,2,7.281586691311662,0,Semi Furnished,Mid,4,0,0,2,1,0,1,7924811.0
Pune,1785.570621019037,2,2,5.358614624282883,1,Fully Furnished,Ground,4,0,0,1,0,0,1,19647113.0
Kolkata,1138.2566887901,3,2,10.798547396229829,1,Unfurnished,Mid,2,1,0,1,1,0,0,9643398.0
Mumbai,2133.330626599206,3,3,5.730297056422798,2,Semi Furnished,Mid,1,0,0,1,1,0,0,31655517.125
Kolkata,1014.4689854461335,2,2,8.417369448411112,1,Semi Furnished,Ground,1,0,0,1,0,1,0,7511223.0
Lucknow,1443.420752771958,3,2,20.149401818007217,1,Semi Furnished,Mid,3,1,1,0,1,0,1,9231834.0
Delhi,1222.3634559934142,3,1,14.752432318011396,1,Semi Furnished,Mid,3,0,0,1,0,0,1,14123388.0
Kolkata,1006.2385187865027,2,2,20.67384388928701,1,Fully Furnished,Top,3,0,0,2,0,1,0,8344768.0
Kolkata,1870.659908453957,3,2,18.72272090560425,1,Fully Furnished,Top,4,0,0,1,1,0,1,16805621.0
Delhi,1767.7293737048167,4,2,25.316870797484032,0,Semi Furnished,Top,2,0,0,0,0,1,1,19094002.0
Kolkata,2104.5050994504986,3,3,3.378873529748152,1,Unfurnished,Top,4,1,0,1,0,0,0,19949416.0
Chennai,610.0624458959163,4,1,79.8483734138666,1,Fully Furnished,Mid,1,1,0,0,1,1,1,5354309.0
Mumbai,2032.0853511705218,2,4,9.687384267341505,0,Fully Furnished,Mid,4,1,1,1,0,1,0,31655517.125
Bangalore,2752.724452678447,3,1,19.000118564267858,1,Unfurnished,Top,4,1,1,1,0,0,1,31655517.125
Mumbai,1274.1794554115265,3,3,16.986422144783003,1,Semi Furnished,Ground,3,1,0,1,1,0,1,17405438.0
Kolkata,2447.5743060544846,3,2,12.525849326702673,0,Semi Furnished,Top,2,1,0,1,0,1,0,22192308.0
Chennai,1368.4193639700866,3,3,80.0,0,Fully Furnished,Ground,1,1,1,0,1,1,1,12457035.0
Pune,813.7951312193466,3,2,3.6753907249152418,0,Unfurnished,Ground,4,0,1,0,1,1,0,7345903.0
Kolkata,1347.1837787966022,3,3,8.215686488167176,1,Unfurnished,Top,2,0,0,2,0,0,0,10740866.0
Lucknow,2024.1019838376378,2,3,2.0498536663096716,1,Fully Furnished,Ground,3,0,0,0,0,1,0,13739857.0
Chennai,1080.9117588342342,3,1,3.0103774216283994,1,Semi Furnished,Ground,3,0,0,1,0,0,1,11083384.0
Delhi,1199.8306704967565,3,1,18.722217855643528,0,Semi Furnished,Top,3,1,0,1,0,0,0,13796404.0
Chennai,1796.7697161465953,5,2,0.07281663789297588,1,Unfurnished,Mid,3,1,0,1,0,0,0,18922028.0
Delhi,1501.5300583692865,3,2,33.084686982350284,0,Unfurnished,Ground,3,0,0,2,1,1,1,12796623.0
Ahmedabad,1792.3114762433704,3,1,15.043443547788753,0,Unfurnished,Top,4,0,0,1,1,0,1,12567754.0
Bangalore,1618.914770379168,3,3,8.721539550162499,1,Unfurnished,Mid,3,1,0,1,0,0,0,17892551.0
Jaipur,1739.8126597757864,4,2,6.037667043789358,1,Unfurnished,Mid,2,1,0,1,1,0,1,12176055.0
Chennai,1283.8494070952295,5,3,2.0248276386941124,1,Unfurnished,Mid,4,0,0,0,1,0,1,12612982.0
Hyderabad,1615.8654710151964,4,3,38.18181377786164,0,Unfurnished,Mid,3,0,0,2,0,1,1,11614766.0
Lucknow,1036.313497152033,3,3,18.68871914625992,1,Unfurnished,Mid,3,0,0,0,1,1,1,5325197.0
Kolkata,2144.2168112516943,2,1,6.1509775586986555,1,Unfurnished,Ground,3,1,0,1,1,1,0,16220447.0
Lucknow,1182.8626415913432,3,2,1.103667666023345,1,Fully Furnished,Mid,3,1,1,0,1,1,1,10605703.0
Mumbai,2064.4237437746947,3,2,5.910820536112778,0,Semi Furnished,Ground,4,0,1,2,0,1,1,31155424.0
Jaipur,1383.1965195085672,4,2,3.061778225391557,1,Fully Furnished,Top,3,0,0,2,1,0,1,14075336.0
Mumbai,1600.9995053786606,2,2,23.145858672929002,1,Fully Furnished,Top,4,0,0,0,1,0,0,21416560.0
Ahmedabad,1252.5177245546497,3,3,19.073001498522622,1,Unfurnished,Top,4,1,0,0,1,0,1,9197932.0
Jaipur,992.0022844159855,2,3,10.34212777860169,2,Unfurnished,Mid,2,1,1,2,1,1,1,7639606.0
Jaipur,627.6198061973492,4,1,32.55245952803263,2,Unfurnished,Top,1,1,0,1,0,0,0,3702017.0
Mumbai,972.3379207037702,2,2,2.9892208641080145,1,Fully Furnished,Ground,4,1,0,1,1,1,0,18010309.0
Delhi,1338.0455733920392,3,2,9.021257905532039,2,Unfurnished,Ground,2,1,0,0,1,1,0,16077493.0
Mumbai,1605.939589414442,2,4,18.600234391073563,0,Unfurnished,Mid,1,0,0,1,0,0,1,19815788.0
Lucknow,2005.1896566416317,1,4,1.0531562349472423,0,Semi Furnished,Mid,3,0,0,0,0,1,0,12079967.0
Delhi,1277.1212701015756,3,2,6.994414421587599,1,Unfurnished,Top,2,0,1,1,0,0,0,16838999.0
Lucknow,1059.019617866413,2,2,12.71773826172496,2,Semi Furnished,Mid,2,0,0,1,1,1,1,6945418.0
Ahmedabad,778.6426069986437,3,2,6.8546180947045015,1,Fully Furnished,Mid,2,1,0,1,1,1,1,7804719.0
Kolkata,1740.031808952052,4,2,9.814638184837834,1,Semi Furnished,Top,3,1,0,1,0,0,1,15623601.0
Pune,2191.597257664672,5,2,14.051930946402981,1,Unfurnished,Mid,4,0,1,0,1,0,1,22436759.0
Delhi,2133.1651339781442,2,3,6.892262044861304,0,Unfurnished,Ground,1,0,0,0,0,0,0,21497888.0
Ahmedabad,1854.9663740736187,4,2,1.6809834302456812,1,Semi Furnished,Mid,3,0,0,0,1,0,1,16186078.0
Hyderabad,1819.2716586337995,3,3,2.2526574740492995,0,Semi Furnished,Top,2,1,0,0,1,1,1,21768749.0
Ahmedabad,2348.8118898546704,4,2,11.230024242263864,0,Unfurnished,Ground,3,0,0,0,0,1,1,14690735.0
Mumbai,1666.0407307084051,4,3,2.8808523276193596,0,Semi Furnished,Top,2,0,0,0,0,0,1,27557539.0
Mumbai,1823.0648380120858,2,3,33.08645975699271,1,Semi Furnished,Top,2,1,0,1,0,0,1,22480264.0
Pune,1339.6080690740005,3,2,26.95330052688159,1,Unfurnished,Mid,4,1,0,1,1,0,1,9803714.0
Ahmedabad,818.9783145726212,3,3,6.439423486993363,0,Fully Furnished,Top,5,0,0,1,1,0,0,8411178.0
Bangalore,1158.0755497502118,4,2,26.666709923764273,1,Fully Furnished,Ground,3,0,0,0,0,1,1,12903227.0
Kolkata,1495.4204807326723,3,1,11.427424627766031,1,Unfurnished,Ground,2,0,0,1,0,0,0,9811302.0
Mumbai,1530.3926862506514,3,2,2.5983626706024623,2,Semi Furnished,Ground,3,1,0,0,1,0,1,24700389.0
Pune,2463.1429274276966,3,2,14.287003592255433,2,Fully Furnished,Ground,4,0,0,0,0,0,0,23833491.0
Kolkata,1540.6385837955343,5,1,17.065807407987553,0,Semi Furnished,Mid,2,0,0,2,1,0,1,12935730.0
Ahmedabad,2089.421722012822,4,3,1.3143083579540793,0,Unfurnished,Top,2,1,0,1,1,1,0,18124282.0
Ahmedabad,1282.461379211842,3,2,5.663075267027023,0,Semi Furnished,Mid,3,0,0,0,0,1,1,9774252.0
Jaipur,1344.162057117383,3,1,0.08097800259987922,1,Fully Furnished,Ground,3,0,1,0,0,0,1,11735047.0
Pune,835.4961813882759,4,3,5.706366951576186,1,Semi Furnished,Mid,1,1,0,2,1,0,0,10288655.0
Mumbai,1128.835993561714,4,3,6.129572043308421,0,Fully Furnished,Top,4,1,0,0,0,1,0,22419120.0
Bangalore,1763.4906956818766,2,2,14.922244327953326,2,Semi Furnished,Top,3,1,0,0,0,1,1,20554098.0
Ahmedabad,1503.7800901970666,3,2,3.3292254809248436,1,Fully Furnished,Mid,2,0,1,2,1,0,1,16783850.0
Bangalore,1971.469309948617,3,2,0.4582951895186361,1,Semi Furnished,Top,1,1,0,1,1,0,0,28458488.0
Ahmedabad,1590.626974172525,3,2,5.6889479443918685,1,Fully Furnished,Ground,5,0,0,1,0,1,1,12578211.0
Mumbai,1323.773134181129,2,3,26.19773776441653,1,Fully Furnished,Mid,4,0,0,1,1,0,1,17641389.0
Kolkata,2574.1484318934795,3,2,7.641029703358554,1,Unfurnished,Top,2,0,0,1,0,0,1,20691719.0
Chennai,1453.0482156434764,3,2,8.044556023690646,2,Semi Furnished,Ground,3,1,0,2,1,1,1,15222083.0
Kolkata,2081.500484852652,3,4,9.495677497797475,0,Fully Furnished,Mid,3,1,0,2,0,0,1,22024622.0
Ahmedabad,1299.3953967276611,3,2,20.902131096878524,1,Semi Furnished,Top,3,1,0,0,1,0,1,9440689.0
Lucknow,1854.7997396917833,2,2,9.809615077668884,0,Semi Furnished,Top,2,1,0,1,0,0,1,11748049.0
Chennai,1964.0078295758435,4,3,1.435819381347927,1,Unfurnished,Ground,2,0,0,1,0,0,1,17446794.0
